month,trip_duration_sec,start_station_id,start_station_name,end_station_id,end_station_name,bike_id,user_type,member_birth_year,member_gender
January,703,350,8th St at Brannan St,5,Powell St BART Station (Market St at 5th St),4842,Subscriber,1980,Male
January,444,77,11th St at Natoma St,129,Harrison St at 20th St,322,Subscriber,1990,Male
January,808,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4761,Subscriber,1985,Male
January,521,336,Potrero Ave and Mariposa St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4991,Subscriber,1994,Male
January,934,81,Berry St at 4th St,96,Dolores St at 15th St,4949,Subscriber,1983,Male
January,405,72,Page St at Scott St,58,Market St at 10th St,5464,Subscriber,1983,Male
January,313,7,Frank H Ogawa Plaza,163,Lake Merritt BART Station,4673,Subscriber,1976,Male
January,208,77,11th St at Natoma St,58,Market St at 10th St,2908,Subscriber,1985,Female
January,453,304,Jackson St at 5th St,310,San Fernando St at 4th St,3931,Subscriber,1992,Female
January,305,7,Frank H Ogawa Plaza,186,Lakeside Dr at 14th St,1930,Subscriber,1988,Male
January,141,89,Division St at Potrero Ave,90,Townsend St at 7th St,3653,Subscriber,1987,Male
January,545,77,11th St at Natoma St,80,Townsend St at 5th St,5039,Subscriber,1985,Male
January,618,89,Division St at Potrero Ave,23,The Embarcadero at Steuart St,5344,Subscriber,1975,Male
January,331,36,Folsom St at 3rd St,28,The Embarcadero at Bryant St,110,Subscriber,1959,Male
January,1576,139,Garfield Square (25th St at Harrison St),137,Jersey St at Castro St,4729,Subscriber,1991,Male
January,731,61,Howard St at 8th St,95,Sanchez St at 15th St,5023,Subscriber,1998,Male
January,286,147,29th St at Tiffany Ave,127,Valencia St at 21st St,4835,Subscriber,1994,Male
January,147,130,22nd St Caltrain Station,126,Esprit Park,2639,Subscriber,1981,Female
January,829,23,The Embarcadero at Steuart St,30,San Francisco Caltrain (Townsend St at 4th St),4445,Subscriber,1988,Female
January,645,126,Esprit Park,81,Berry St at 4th St,232,Customer,1984,Female
January,343,265,Ninth St at Parker St,157,65th St at Hollis St,4690,Subscriber,1981,Male
January,963,133,Valencia St at 22nd St,324,Union Square (Powell St at Post St),5467,Subscriber,1989,Male
January,471,201,10th St at Fallon St,197,El Embarcadero at Grand Ave,1448,Subscriber,1985,Other
January,415,28,The Embarcadero at Bryant St,92,Mission Bay Kids Park,4752,Subscriber,1981,Male
January,375,134,Valencia St at 24th St,140,Cesar Chavez St at Dolores St,4647,Subscriber,1959,Female
January,739,58,Market St at 10th St,118,Eureka Valley Recreation Center,5300,Subscriber,1965,Male
January,1462,11,Davis St at Jackson St,30,San Francisco Caltrain (Townsend St at 4th St),1808,Subscriber,1981,Female
January,694,239,Bancroft Way at Telegraph Ave,251,California St at University Ave,4581,Subscriber,1996,Male
January,1373,368,Myrtle St at Polk St,21,Montgomery St BART Station (Market St at 2nd St),5233,Subscriber,1968,Male
January,498,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),48,Subscriber,1968,Male
January,203,223,16th St Mission BART Station 2,105,16th St at Prosper St,5019,Subscriber,1984,Other
January,683,198,Snow Park,221,6th Ave at E 12th St (Temporary Location),3122,Subscriber,1990,Male
January,840,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),107,17th St at Dolores St,5261,Subscriber,1986,Male
January,316,176,MacArthur BART Station,315,Market St at 45th St,2869,Subscriber,1969,Male
January,391,6,The Embarcadero at Sansome St,16,Steuart St at Market St,4438,Subscriber,1993,Female
January,550,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,5136,Subscriber,1983,Male
January,282,310,San Fernando St at 4th St,275,Julian St at 6th St,3939,Subscriber,1963,Male
January,694,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,4970,Customer,,
January,315,176,MacArthur BART Station,210,45th St at Manila,22,Subscriber,1982,Male
January,288,173,Shattuck Ave at 55th St,176,MacArthur BART Station,4645,Subscriber,,
January,723,11,Davis St at Jackson St,81,Berry St at 4th St,3375,Subscriber,1992,Female
January,858,16,Steuart St at Market St,116,Mississippi St at 17th St,4928,Subscriber,1986,Male
January,941,9,Broadway at Battery St,27,Beale St at Harrison St,1388,Subscriber,1993,Male
January,653,345,Hubbell St at 16th St,110,17th & Folsom Street Park (17th St at Folsom St),475,Subscriber,1949,Male
January,550,53,Grove St at Divisadero,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5310,Subscriber,1993,Male
January,470,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,4570,Subscriber,1994,Male
January,881,3,Powell St BART Station (Market St at 4th St),122,19th St at Mission St,4725,Subscriber,1987,Male
January,595,23,The Embarcadero at Steuart St,30,San Francisco Caltrain (Townsend St at 4th St),3211,Subscriber,1986,Male
January,230,8,The Embarcadero at Vallejo St,15,San Francisco Ferry Building (Harry Bridges Plaza),5268,Subscriber,1967,Male
January,840,47,4th St at Harrison St,126,Esprit Park,3164,Subscriber,1986,Female
January,376,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),75,Market St at Franklin St,5409,Subscriber,1984,Male
January,398,59,S Van Ness Ave at Market St,101,15th St at Potrero Ave,1064,Subscriber,1988,Male
January,466,61,Howard St at 8th St,36,Folsom St at 3rd St,5152,Subscriber,1988,Male
January,516,36,Folsom St at 3rd St,93,4th St at Mission Bay Blvd S,3101,Customer,1988,Male
January,544,66,3rd St at Townsend St,125,20th St at Bryant St,4675,Customer,1990,Male
January,677,81,Berry St at 4th St,125,20th St at Bryant St,4942,Subscriber,1993,Female
January,930,371,Lombard St at Columbus Ave,64,5th St at Brannan St,5438,Subscriber,1979,Male
January,665,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4611,Subscriber,1952,Male
January,788,30,San Francisco Caltrain (Townsend St at 4th St),373,Potrero del Sol Park (25th St at Utah St),5288,Subscriber,1986,Male
January,316,311,Paseo De San Antonio at 2nd St,296,5th St at Virginia St,3966,Subscriber,1995,Male
January,1609,126,Esprit Park,29,O'Farrell St at Divisadero St,4808,Subscriber,1987,Female
January,709,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),2474,Subscriber,1990,Male
January,922,88,11th St at Bryant St,26,1st St at Folsom St,3715,Subscriber,1983,Male
January,322,311,Paseo De San Antonio at 2nd St,296,5th St at Virginia St,3829,Subscriber,1995,Male
January,515,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1303,Customer,1995,Male
January,179,90,Townsend St at 7th St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5504,Subscriber,1983,Male
January,575,280,San Fernando St at 7th St,296,5th St at Virginia St,3890,Subscriber,1993,Female
January,232,176,MacArthur BART Station,212,Mosswood Park,3261,Subscriber,1990,Female
January,145,109,17th St at Valencia St,133,Valencia St at 22nd St,5305,Subscriber,1978,Male
January,113,336,Potrero Ave and Mariposa St,112,Harrison St at 17th St,2926,Subscriber,1988,Male
January,1035,66,3rd St at Townsend St,144,Precita Park,4557,Customer,,
January,260,182,19th Street BART Station,179,Telegraph Ave at 27th St,1610,Subscriber,1988,Male
January,449,163,Lake Merritt BART Station,196,Grand Ave at Perkins St,1256,Customer,1984,Male
January,734,349,Howard St at Mary St,114,Rhode Island St at 17th St,2374,Subscriber,1984,Male
January,385,190,West St at 40th St,188,Dover St at 57th St,2589,Subscriber,1978,Female
January,1004,17,Embarcadero BART Station (Beale St at Market St),74,Laguna St at Hayes St,4383,Subscriber,,
January,570,365,Turk St at Fillmore St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),127,Subscriber,1971,Male
January,475,27,Beale St at Harrison St,47,4th St at Harrison St,5299,Subscriber,1981,Male
January,282,350,8th St at Brannan St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5035,Subscriber,1990,Male
January,335,78,Folsom St at 9th St,321,5th St at Folsom,4955,Subscriber,1992,Male
January,524,17,Embarcadero BART Station (Beale St at Market St),66,3rd St at Townsend St,1914,Subscriber,1987,Male
January,153,108,16th St Mission BART,112,Harrison St at 17th St,4811,Subscriber,1975,Male
January,256,182,19th Street BART Station,196,Grand Ave at Perkins St,5430,Subscriber,1982,Male
January,464,338,13th St at Franklin St,200,2nd Ave at E 18th St,3672,Subscriber,1992,Male
January,297,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3359,Customer,,
January,298,182,19th Street BART Station,196,Grand Ave at Perkins St,4663,Subscriber,1989,Male
January,626,285,Webster St at O'Farrell St,3,Powell St BART Station (Market St at 4th St),4825,Subscriber,1965,Male
January,2068,239,Bancroft Way at Telegraph Ave,197,El Embarcadero at Grand Ave,3417,Subscriber,1972,Male
January,507,114,Rhode Island St at 17th St,223,16th St Mission BART Station 2,5056,Subscriber,1982,Male
January,258,238,MLK Jr Way at University Ave,244,Shattuck Ave at Hearst Ave,4853,Subscriber,1986,Male
January,261,240,Haste St at Telegraph Ave,258,University Ave at Oxford St,5053,Subscriber,1997,Male
January,316,59,S Van Ness Ave at Market St,41,Golden Gate Ave at Polk St,559,Subscriber,1982,Female
January,621,370,Jones St at Post St,383,Golden Gate Ave at Franklin St,5369,Customer,1983,Male
January,560,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5462,Subscriber,1996,Male
January,1923,87,Folsom St at 13th St,19,Post St at Kearny St,4413,Subscriber,1991,Female
January,229,86,Market St at Dolores St,73,Pierce St at Haight St,5559,Subscriber,1984,Male
January,636,115,Jackson Playground,27,Beale St at Harrison St,4963,Subscriber,1975,Male
January,975,20,Mechanics Monument Plaza (Market St at Bush St),30,San Francisco Caltrain (Townsend St at 4th St),1884,Subscriber,1973,Male
January,658,6,The Embarcadero at Sansome St,19,Post St at Kearny St,4762,Customer,1975,Male
January,364,215,34th St at Telegraph Ave,211,Broadway at 40th St,5192,Subscriber,1990,Male
January,179,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),49,S Park St at 3rd St,5059,Subscriber,1975,Male
January,740,23,The Embarcadero at Steuart St,79,7th St at Brannan St,4571,Customer,1989,Male
January,324,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4953,Subscriber,1992,Male
January,544,110,17th & Folsom Street Park (17th St at Folsom St),140,Cesar Chavez St at Dolores St,4644,Subscriber,1984,Male
January,303,256,Hearst Ave at Euclid Ave,239,Bancroft Way at Telegraph Ave,4503,Subscriber,1997,Male
January,431,134,Valencia St at 24th St,145,29th St at Church St,4631,Subscriber,1970,Male
January,670,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4637,Subscriber,1990,Male
January,842,78,Folsom St at 9th St,27,Beale St at Harrison St,5574,Customer,1987,Male
January,531,182,19th Street BART Station,230,14th St at Mandela Pkwy,5513,Subscriber,1970,Female
January,1991,14,Clay St at Battery St,358,Williams Ave at 3rd St,5013,Customer,1979,Male
January,162,343,Bryant St at 2nd St,28,The Embarcadero at Bryant St,2993,Subscriber,1980,Male
January,768,42,San Francisco City Hall (Polk St at Grove St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1661,Subscriber,1984,Female
January,304,19,Post St at Kearny St,323,Broadway at Kearny,4984,Subscriber,1987,Male
January,226,176,MacArthur BART Station,211,Broadway at 40th St,2583,Subscriber,1989,Male
January,949,350,8th St at Brannan St,17,Embarcadero BART Station (Beale St at Market St),3405,Subscriber,1965,Female
January,565,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5477,Subscriber,1978,Male
January,109,313,Almaden Blvd at San Fernando St,314,Santa Clara St at Almaden Blvd,682,Subscriber,1968,Male
January,1113,124,19th St at Florida St,108,16th St Mission BART,5324,Subscriber,1981,Male
January,591,102,Irwin St at 8th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5294,Subscriber,1990,Male
January,288,7,Frank H Ogawa Plaza,219,Marston Campbell Park,3521,Subscriber,1978,Female
January,613,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5230,Subscriber,1983,Male
January,272,59,S Van Ness Ave at Market St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3443,Subscriber,,
January,439,66,3rd St at Townsend St,16,Steuart St at Market St,4574,Subscriber,1971,Male
January,1080,61,Howard St at 8th St,6,The Embarcadero at Sansome St,5038,Subscriber,1988,Female
January,584,158,Shattuck Ave at Telegraph Ave,178,Broadway at 30th St,3283,Subscriber,1965,Male
January,318,309,San Jose City Hall,316,San Salvador St at 1st St,4008,Subscriber,1979,Male
January,180,13,Commercial St at Montgomery St,21,Montgomery St BART Station (Market St at 2nd St),4395,Subscriber,1982,Male
January,429,160,West Oakland BART Station,159,24th St at Market St,4504,Subscriber,1987,Male
January,554,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4554,Subscriber,1994,Male
January,723,49,S Park St at 3rd St,76,McCoppin St at Valencia St,4967,Subscriber,1968,Male
January,1978,15,San Francisco Ferry Building (Harry Bridges Plaza),109,17th St at Valencia St,4400,Subscriber,1995,Female
January,1390,25,Howard St at 2nd St,147,29th St at Tiffany Ave,3642,Customer,1980,Male
January,742,61,Howard St at 8th St,22,Howard St at Beale St,4843,Subscriber,1985,Male
January,275,17,Embarcadero BART Station (Beale St at Market St),21,Montgomery St BART Station (Market St at 2nd St),1544,Subscriber,1989,Male
January,658,58,Market St at 10th St,92,Mission Bay Kids Park,3654,Subscriber,1991,Male
January,1559,37,2nd St at Folsom St,105,16th St at Prosper St,5470,Customer,,
January,716,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4717,Subscriber,1977,Male
January,507,163,Lake Merritt BART Station,197,El Embarcadero at Grand Ave,4605,Subscriber,1984,Male
January,929,244,Shattuck Ave at Hearst Ave,170,Telegraph Ave at 58th St,3573,Subscriber,1976,Female
January,523,47,4th St at Harrison St,15,San Francisco Ferry Building (Harry Bridges Plaza),1103,Subscriber,,
January,661,104,4th St at 16th St,27,Beale St at Harrison St,3062,Subscriber,1993,Male
January,415,126,Esprit Park,114,Rhode Island St at 17th St,1481,Subscriber,,
January,835,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),459,Subscriber,1996,Female
January,712,7,Frank H Ogawa Plaza,194,Lakeshore Ave at Trestle Glen Rd,4763,Customer,1980,Male
January,1878,179,Telegraph Ave at 27th St,262,West St at University Ave,2223,Subscriber,1986,Female
January,457,37,2nd St at Folsom St,30,San Francisco Caltrain (Townsend St at 4th St),4817,Subscriber,1992,Male
January,242,56,Koshland Park,74,Laguna St at Hayes St,5009,Subscriber,1992,Male
January,642,52,McAllister St at Baker St,119,18th St at Noe St,5220,Subscriber,1973,Male
January,283,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,291,Subscriber,1965,Male
January,544,64,5th St at Brannan St,5,Powell St BART Station (Market St at 5th St),2135,Subscriber,1971,Male
January,489,11,Davis St at Jackson St,24,Spear St at Folsom St,1836,Subscriber,1973,Male
January,672,101,15th St at Potrero Ave,122,19th St at Mission St,2275,Subscriber,1990,Male
January,208,246,Berkeley Civic Center,238,MLK Jr Way at University Ave,414,Subscriber,1965,Male
January,1120,126,Esprit Park,360,Newhall St at 3rd St,5353,Subscriber,1978,Male
January,770,81,Berry St at 4th St,58,Market St at 10th St,5234,Subscriber,1994,Male
January,762,17,Embarcadero BART Station (Beale St at Market St),30,San Francisco Caltrain (Townsend St at 4th St),1116,Subscriber,1962,Male
January,834,41,Golden Gate Ave at Polk St,93,4th St at Mission Bay Blvd S,4768,Subscriber,1980,Male
January,638,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),6,The Embarcadero at Sansome St,5182,Subscriber,1984,Female
January,818,81,Berry St at 4th St,355,23rd St at Tennessee St,5402,Customer,1995,Male
January,3125,88,11th St at Bryant St,3,Powell St BART Station (Market St at 4th St),4941,Customer,1974,Male
January,568,81,Berry St at 4th St,355,23rd St at Tennessee St,5489,Customer,1989,Male
January,394,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5145,Subscriber,1985,Male
January,446,296,5th St at Virginia St,317,San Salvador St at 9th St,3980,Subscriber,1995,Male
January,484,336,Potrero Ave and Mariposa St,109,17th St at Valencia St,4722,Subscriber,1993,Male
January,351,296,5th St at Virginia St,317,San Salvador St at 9th St,4022,Subscriber,1995,Male
January,347,109,17th St at Valencia St,86,Market St at Dolores St,5200,Subscriber,1984,Male
January,264,182,19th Street BART Station,196,Grand Ave at Perkins St,4681,Subscriber,1983,Female
January,572,350,8th St at Brannan St,59,S Van Ness Ave at Market St,2340,Customer,1985,Male
January,851,18,Telegraph Ave at Alcatraz Ave,210,45th St at Manila,4992,Subscriber,1957,Male
January,1251,21,Montgomery St BART Station (Market St at 2nd St),96,Dolores St at 15th St,2280,Subscriber,1973,Male
January,822,157,65th St at Hollis St,166,College Ave at Alcatraz Ave,4539,Subscriber,1987,Female
January,260,79,7th St at Brannan St,61,Howard St at 8th St,2940,Subscriber,1991,Male
January,188,43,San Francisco Public Library (Grove St at Hyde St),41,Golden Gate Ave at Polk St,1566,Subscriber,1979,Male
January,723,321,5th St at Folsom,285,Webster St at O'Farrell St,4850,Subscriber,1995,Male
January,426,100,Bryant St at 15th St,356,Valencia St at Clinton Park,5440,Subscriber,1989,Male
January,307,343,Bryant St at 2nd St,21,Montgomery St BART Station (Market St at 2nd St),2451,Subscriber,1988,Male
January,179,182,19th Street BART Station,195,Bay Pl at Vernon St,5176,Subscriber,1980,Male
January,261,201,10th St at Fallon St,233,4th Ave at E 12th St (Temporary Location),1687,Subscriber,1991,Other
January,893,63,Bryant St at 6th St,122,19th St at Mission St,4601,Customer,1975,Female
January,373,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4982,Subscriber,1976,Other
January,538,16,Steuart St at Market St,81,Berry St at 4th St,4778,Subscriber,1989,Male
January,1580,49,S Park St at 3rd St,71,Broderick St at Oak St,5235,Subscriber,1982,Female
January,785,90,Townsend St at 7th St,107,17th St at Dolores St,4998,Subscriber,,
January,606,81,Berry St at 4th St,116,Mississippi St at 17th St,5560,Subscriber,1978,Female
January,238,81,Berry St at 4th St,80,Townsend St at 5th St,1838,Subscriber,1995,Male
January,522,49,S Park St at 3rd St,22,Howard St at Beale St,2907,Customer,1962,Male
January,210,182,19th Street BART Station,179,Telegraph Ave at 27th St,5106,Subscriber,1993,Male
January,694,61,Howard St at 8th St,50,2nd St at Townsend St,4773,Subscriber,1992,Male
January,609,276,Julian St at The Alameda,280,San Fernando St at 7th St,3886,Subscriber,1990,Male
January,1027,6,The Embarcadero at Sansome St,126,Esprit Park,5534,Subscriber,1979,Male
January,1415,116,Mississippi St at 17th St,134,Valencia St at 24th St,4929,Subscriber,1959,Male
January,454,243,Bancroft Way at College Ave,246,Berkeley Civic Center,3725,Subscriber,1966,Male
January,391,104,4th St at 16th St,81,Berry St at 4th St,733,Subscriber,1983,Male
January,463,58,Market St at 10th St,3,Powell St BART Station (Market St at 4th St),2651,Subscriber,1980,Male
January,331,134,Valencia St at 24th St,147,29th St at Tiffany Ave,3241,Subscriber,1983,Male
January,710,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4740,Subscriber,1996,Male
January,167,284,Yerba Buena Center for the Arts (Howard St at 3rd St),349,Howard St at Mary St,1815,Subscriber,1980,Male
January,571,355,23rd St at Tennessee St,66,3rd St at Townsend St,5338,Subscriber,1988,Male
January,1261,49,S Park St at 3rd St,134,Valencia St at 24th St,4716,Subscriber,1980,Male
January,119,160,West Oakland BART Station,235,Union St at 10th St,4864,Subscriber,1987,Male
January,874,81,Berry St at 4th St,14,Clay St at Battery St,4940,Subscriber,1990,Female
January,221,121,Mission Playground,107,17th St at Dolores St,5476,Subscriber,1976,Male
January,217,160,West Oakland BART Station,230,14th St at Mandela Pkwy,5180,Subscriber,1987,Female
January,531,269,Telegraph Ave at Carleton St,241,Ashby BART Station,4476,Subscriber,1979,Female
January,1348,179,Telegraph Ave at 27th St,179,Telegraph Ave at 27th St,4900,Subscriber,1985,Female
January,922,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),118,Eureka Valley Recreation Center,5031,Subscriber,1983,Male
January,898,102,Irwin St at 8th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5485,Subscriber,1978,Other
January,286,223,16th St Mission BART Station 2,129,Harrison St at 20th St,4972,Subscriber,1994,Male
January,748,93,4th St at Mission Bay Blvd S,75,Market St at Franklin St,5565,Customer,1992,Male
January,586,246,Berkeley Civic Center,351,10th St at University Ave,4477,Subscriber,2000,Male
January,392,43,San Francisco Public Library (Grove St at Hyde St),74,Laguna St at Hayes St,5048,Subscriber,1978,Male
January,508,58,Market St at 10th St,89,Division St at Potrero Ave,1547,Subscriber,1973,Male
January,580,321,5th St at Folsom,16,Steuart St at Market St,5426,Subscriber,1987,Male
January,872,92,Mission Bay Kids Park,3,Powell St BART Station (Market St at 4th St),5245,Subscriber,1995,Female
January,778,368,Myrtle St at Polk St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),138,Subscriber,1989,Female
January,275,241,Ashby BART Station,242,Milvia St at Derby St,4594,Subscriber,1988,Female
January,93,17,Embarcadero BART Station (Beale St at Market St),22,Howard St at Beale St,2714,Subscriber,1980,Male
January,376,49,S Park St at 3rd St,349,Howard St at Mary St,5495,Subscriber,1990,Male
January,428,182,19th Street BART Station,203,Webster St at 2nd St,4508,Subscriber,1990,Female
January,1290,310,San Fernando St at 4th St,296,5th St at Virginia St,1279,Subscriber,1994,Female
January,318,313,Almaden Blvd at San Fernando St,311,Paseo De San Antonio at 2nd St,1605,Subscriber,1990,Male
January,736,24,Spear St at Folsom St,36,Folsom St at 3rd St,1602,Subscriber,1970,Male
January,477,377,Fell St at Stanyan St,52,McAllister St at Baker St,4456,Subscriber,1998,Male
January,278,90,Townsend St at 7th St,91,Berry St at King St,4770,Subscriber,1995,Female
January,241,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,3249,Subscriber,1995,Male
January,305,93,4th St at Mission Bay Blvd S,345,Hubbell St at 16th St,987,Subscriber,1983,Male
January,265,163,Lake Merritt BART Station,186,Lakeside Dr at 14th St,2962,Subscriber,1982,Male
January,224,343,Bryant St at 2nd St,21,Montgomery St BART Station (Market St at 2nd St),577,Subscriber,1980,Male
January,221,163,Lake Merritt BART Station,372,Madison St at 17th St,958,Subscriber,1975,Male
January,500,90,Townsend St at 7th St,91,Berry St at King St,5240,Subscriber,,
January,445,81,Berry St at 4th St,321,5th St at Folsom,1090,Customer,,
January,367,63,Bryant St at 6th St,81,Berry St at 4th St,2740,Subscriber,1968,Male
January,596,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5442,Subscriber,1986,Male
January,667,350,8th St at Brannan St,26,1st St at Folsom St,5460,Subscriber,1984,Female
January,451,284,Yerba Buena Center for the Arts (Howard St at 3rd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5278,Subscriber,1980,Male
January,744,14,Clay St at Battery St,47,4th St at Harrison St,4315,Customer,1988,Male
January,191,201,10th St at Fallon St,200,2nd Ave at E 18th St,4779,Subscriber,1987,Male
January,828,63,Bryant St at 6th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5549,Subscriber,1962,Female
January,591,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),37,2nd St at Folsom St,4719,Subscriber,1989,Male
January,757,88,11th St at Bryant St,5,Powell St BART Station (Market St at 5th St),2215,Subscriber,1990,Male
January,910,124,19th St at Florida St,29,O'Farrell St at Divisadero St,4938,Subscriber,1992,Male
January,1092,50,2nd St at Townsend St,125,20th St at Bryant St,3666,Customer,1988,Male
January,560,176,MacArthur BART Station,188,Dover St at 57th St,4764,Subscriber,1982,Male
January,397,58,Market St at 10th St,76,McCoppin St at Valencia St,277,Subscriber,1977,Male
January,1114,22,Howard St at Beale St,126,Esprit Park,5482,Customer,1981,Male
January,699,58,Market St at 10th St,141,Valencia St at Cesar Chavez St,4616,Subscriber,1985,Male
January,178,251,California St at University Ave,250,North Berkeley BART Station,1440,Subscriber,1971,Male
January,743,49,S Park St at 3rd St,16,Steuart St at Market St,4653,Subscriber,,
January,192,247,Fulton St at Bancroft Way,266,Parker St at Fulton St,2647,Subscriber,1997,Female
January,272,50,2nd St at Townsend St,27,Beale St at Harrison St,1293,Subscriber,1981,Male
January,406,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4570,Subscriber,1988,Male
January,1352,364,China Basin St at 3rd St,73,Pierce St at Haight St,4960,Subscriber,,
January,1165,183,Telegraph Ave at 19th St,18,Telegraph Ave at Alcatraz Ave,1363,Subscriber,1987,Female
January,783,88,11th St at Bryant St,72,Page St at Scott St,603,Subscriber,1980,Male
January,172,241,Ashby BART Station,385,Woolsey St at Sacramento St,4753,Subscriber,1993,Male
January,553,350,8th St at Brannan St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5547,Subscriber,1988,Male
January,898,50,2nd St at Townsend St,77,11th St at Natoma St,1315,Subscriber,1992,Male
January,1103,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,2977,Subscriber,,
January,400,49,S Park St at 3rd St,350,8th St at Brannan St,4842,Subscriber,1988,Female
January,996,15,San Francisco Ferry Building (Harry Bridges Plaza),78,Folsom St at 9th St,4955,Subscriber,1989,Male
January,354,58,Market St at 10th St,90,Townsend St at 7th St,1759,Subscriber,1981,Male
January,249,186,Lakeside Dr at 14th St,200,2nd Ave at E 18th St,596,Subscriber,1970,Male
January,311,49,S Park St at 3rd St,350,8th St at Brannan St,5035,Subscriber,1988,Male
January,1619,17,Embarcadero BART Station (Beale St at Market St),377,Fell St at Stanyan St,4822,Subscriber,,
January,400,350,8th St at Brannan St,43,San Francisco Public Library (Grove St at Hyde St),37,Customer,1990,Male
January,171,256,Hearst Ave at Euclid Ave,244,Shattuck Ave at Hearst Ave,4506,Subscriber,1993,Male
January,551,76,McCoppin St at Valencia St,97,14th St at Mission St,3687,Subscriber,1979,Female
January,182,149,Emeryville Town Hall,151,53rd St at Hollis St,173,Subscriber,1985,Female
January,1117,37,2nd St at Folsom St,130,22nd St Caltrain Station,5051,Subscriber,1990,Male
January,423,6,The Embarcadero at Sansome St,21,Montgomery St BART Station (Market St at 2nd St),5462,Subscriber,1961,Female
January,642,19,Post St at Kearny St,30,San Francisco Caltrain (Townsend St at 4th St),282,Subscriber,1970,Male
January,401,296,5th St at Virginia St,310,San Fernando St at 4th St,3939,Subscriber,1994,Male
January,1711,105,16th St at Prosper St,50,2nd St at Townsend St,4821,Customer,1989,Female
January,346,296,5th St at Virginia St,310,San Fernando St at 4th St,3828,Subscriber,1995,Male
January,539,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4730,Subscriber,1985,Female
January,832,42,San Francisco City Hall (Polk St at Grove St),147,29th St at Tiffany Ave,4973,Subscriber,1988,Male
January,484,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5541,Subscriber,1984,Female
January,1245,355,23rd St at Tennessee St,19,Post St at Kearny St,4984,Customer,1987,Female
January,676,58,Market St at 10th St,53,Grove St at Divisadero,5310,Subscriber,1993,Male
January,366,115,Jackson Playground,110,17th & Folsom Street Park (17th St at Folsom St),4644,Subscriber,1985,Female
January,956,377,Fell St at Stanyan St,77,11th St at Natoma St,5039,Subscriber,1986,Male
January,288,314,Santa Clara St at Almaden Blvd,312,San Jose Diridon Station,3824,Subscriber,1968,Male
